"A0002500","R0000100","R0000700","R0001010","R0001100","R0001200","R0001610","R0001800","R0010300","R0023500","R0029100","R0153800","R0153900","R0154000","R0154100","R0154300","R0154400","R0154500","R0170100","R0171800","R0214700","R0214800","R0217501","R0217502","R0217910","R0306700","R0307000","R0307100","R1021700","R1395100","R1395400","R3279401","R3400800","R3401501","R3403500","R3407700","R3407800","R6430800","R6430900","R6591300","R6592900","R6738700","R6749800","R6839600","R6909701","R7006400","R7006500","R7006600","R7006900","R7007000","R9909700","T3206901","T3308200","T3308700","T3495400","T3506500","T3976400","T3977400","T3977500","T3977600","T3987600","T3987800","T4112200","T4112700","T4113000","T4114600","T4114900"
445,86,1,1,0,-4,0,1,2,12,0,3,2,3,2,4,2,4,-4,0,2,2,0,3,1,0,-4,1,18,5,13,0,1,9,2,1,12,1,21,777,449,-4,-4,1,15000,2,-2,-3,1,0,-997,-4,5090,4720,-4,-4,2,22000,-4,-4,-4,-4,1,1,9,1,6
445,87,1,1,0,-4,0,1,2,16,-4,1,2,3,2,3,3,2,245,1,2,1,0,7,0,0,-4,0,16,-5,-5,18000,0,12,8,2,5,1,27,417,883,-4,40,-4,14000,3,14000,0,1,0,-997,1961,7690,4220,8960,52,1,24000,-4,-4,-4,-4,1,1,12,1,17
445,88,1,0,0,-4,0,1,1,16,1,1,1,2,2,2,4,2,93,1,2,1,0,2,-3,0,-4,1,16,4,-4,22000,0,16,9,0,-4,4,26,717,23,-4,40,-4,31000,3,52000,0,2,1,-999,-4,2980,8740,2010,52,1,25000,-4,-4,33000,-4,3,1,16,1,12
445,89,2,-4,1,4,-4,1,9,16,0,1,1,3,1,1,4,1,96,0,2,2,0,5,0,0,-4,0,0,1,19,31000,0,16,8,1,4,0,-4,717,253,-4,40,1,40000,3,88000,0,2,1,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,90,2,-4,1,4,0,1,7,17,0,2,2,3,2,3,2,2,-4,0,3,1,0,5,-3,0,-4,0,18,0,-4,42000,0,16,7,0,-4,0,-4,717,64,-4,20,-4,90000,3,100000,0,2,1,64,-4,6990,1000,2320,52,1,120000,-4,-4,52000,-4,3,1,16,1,13
445,91,1,0,1,4,0,1,7,16,-4,2,2,2,1,1,4,2,175,1,3,2,0,5,-3,0,-4,0,16,1,-4,19000,0,16,7,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,114,-4,1080,4850,5240,52,-4,22000,-4,-4,45000,-4,4,1,16,1,15
445,92,1,0,0,-4,0,1,7,15,-4,1,1,4,1,3,4,1,183,1,3,2,0,4,-3,0,-4,0,18,1,-4,2500,0,12,5,1,7,0,-4,857,436,-4,40,2,17900,3,20880,0,3,3,33,-4,7860,4010,-4,-4,2,36000,-4,-4,-4,-4,2,1,12,1,7
445,93,1,0,0,-4,-3,1,7,12,-4,2,2,3,4,3,3,2,430,0,3,1,0,4,0,0,-4,0,18,2,-4,19000,0,12,8,0,-4,0,-4,168,779,394,32,-4,40000,3,50000,0,2,1,60,1967,2890,8960,5930,52,2,87000,-4,-4,-4,-4,1,2,12,1,12
445,94,1,0,0,-4,0,1,7,12,0,2,2,3,2,3,2,2,473,0,3,1,0,4,0,0,-4,0,17,0,-4,24000,0,10,6,0,-4,-5,-5,718,486,372,40,-4,33000,2,63500,0,2,1,-998,-4,9080,4250,5700,-4,2,44000,-4,-4,0,-4,2,1,10,1,6
445,95,1,0,0,-4,0,1,7,12,0,2,2,1,2,2,3,2,-4,0,3,2,0,4,0,0,-4,0,18,3,-4,200,-3,12,6,3,1,0,-4,348,33,-4,40,3,20000,5,74000,0,2,1,29,-4,3190,530,-4,-4,2,50000,-4,-4,-4,-4,4,1,12,1,12
445,96,1,0,1,3,0,1,7,14,0,1,1,2,2,1,4,2,182,0,3,2,0,1,1,0,-4,1,15,2,15,18000,0,12,14,2,3,3,18,858,19,-4,-4,3,38000,3,38000,0,1,0,361,1959,8590,5700,5610,52,-4,50000,-4,-4,-4,-4,2,1,12,1,17
445,97,1,0,0,-4,0,1,7,14,0,1,1,3,2,2,4,1,76,0,3,2,0,1,0,0,-4,0,16,4,-4,29000,0,12,5,2,1,4,23,839,207,-4,40,2,28000,4,76400,0,2,1,25,-4,5380,9640,7200,52,6,0,-4,-4,65000,-4,3,1,14,1,9
445,98,1,0,1,2,0,1,1,14,0,1,1,2,3,1,3,1,-4,0,3,2,0,1,0,0,-4,0,17,5,-4,0,1,13,8,1,2,6,18,-4,-4,-4,-4,3,0,5,15912,1,2,1,90,-4,-4,-4,-4,-4,-4,0,-4,-4,0,-4,5,1,13,1,8
445,99,1,0,0,-4,0,1,7,14,0,1,2,3,2,2,4,2,245,0,3,2,0,4,0,0,-4,0,-5,-5,-5,1000,0,14,5,1,3,0,-4,877,313,-4,55,2,4000,4,42100,0,2,1,83,-4,9160,5700,-4,-4,-4,35000,-4,-4,-4,-4,3,1,14,1,10
445,100,1,0,1,4,0,1,9,16,-4,2,3,2,1,3,4,2,72,1,3,2,0,2,0,0,-4,0,16,-5,-5,18500,0,12,10,1,5,6,18,927,5,-4,-4,3,43000,3,49240,0,3,3,60,-4,9570,2150,4510,-4,1,80000,-4,-4,-4,-4,2,1,12,1,12
445,101,1,0,1,4,0,1,7,17,0,3,3,3,3,3,2,-2,23,1,3,1,0,5,0,0,-4,0,0,0,-4,41652,0,19,5,2,4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,102,1,0,1,4,0,1,7,16,-4,3,3,4,3,4,1,4,-4,1,3,2,0,5,0,0,-4,0,15,1,-4,17000,0,16,3,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,-4,9370,120,6230,-4,3,-1,-4,-4,0,-4,3,1,16,1,3
445,103,1,0,1,4,0,1,7,16,0,2,3,2,3,3,4,2,-4,0,3,1,0,3,0,0,-4,0,18,2,-4,32000,0,18,9,0,-4,4,21,717,64,5,40,-4,57000,3,332808,0,2,1,10,-4,7070,1110,2340,-4,1,100000,-4,-4,-4,-4,1,1,18,1,16
445,104,1,0,1,4,0,1,7,15,0,1,3,2,1,1,1,1,326,0,3,2,0,3,-3,0,-4,0,16,1,-4,-5,-5,-5,-5,-5,-5,0,-4,717,375,-4,-4,0,50000,1,51000,0,1,0,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,105,1,0,1,4,0,1,7,12,0,1,2,3,1,2,4,3,230,0,3,2,0,3,0,1,15,1,15,5,-4,21400,0,12,10,0,-4,5,35,709,255,472,45,0,26600,1,26800,0,3,3,-998,1956,6970,5200,7210,49,1,54000,-4,-4,-4,-4,1,1,12,1,15
445,106,1,0,1,-3,0,1,7,16,0,2,3,3,4,3,3,3,1,0,3,1,0,3,0,0,-4,0,18,2,-4,35000,0,16,5,0,-4,0,-4,888,19,-4,37,-4,71000,2,121000,0,2,1,-998,-4,7290,430,-4,-4,2,125000,-4,-4,0,-4,3,1,16,1,6
445,107,1,0,0,-4,0,1,5,12,0,1,2,4,2,2,4,3,184,0,3,1,0,5,0,0,-4,0,19,0,-4,22900,0,16,3,0,-4,0,-4,737,27,-4,40,-4,38500,2,96540,0,2,1,-998,-4,8390,20,3630,50,2,54000,-4,-4,35000,-4,3,1,16,0,5
445,108,1,0,0,-4,0,1,9,18,0,2,2,3,2,2,3,2,31,0,3,1,0,5,0,0,-4,0,18,1,-4,16000,0,20,10,0,-4,0,-4,849,178,-4,16,-4,50000,5,90000,0,2,1,42,-4,7270,2100,3030,52,1,60000,-4,-4,60000,-4,5,1,20,1,14
445,109,1,0,0,-4,0,1,3,12,-4,2,2,1,1,3,3,2,-4,0,3,2,0,4,0,0,-4,0,18,2,-4,28000,-3,12,5,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,110,1,0,0,-4,0,1,7,14,0,2,2,3,2,2,3,2,-4,1,3,1,0,6,-3,1,22,1,17,5,-4,34000,0,13,8,2,0,0,-4,717,55,-4,30,-4,58000,4,70100,0,2,1,17,-4,7380,1020,5700,52,3,90000,-4,-4,40000,-4,4,1,13,1,11
445,111,1,0,0,-4,0,1,7,12,0,1,2,3,2,3,4,2,-4,0,3,2,0,6,-3,0,-4,0,16,0,-4,0,0,12,4,3,3,0,-4,839,447,-4,40,3,32000,5,92200,0,2,1,29,-4,8270,3650,4250,52,2,40000,-4,-4,50000,-4,2,1,12,1,7
445,112,2,-4,0,-4,0,1,7,12,-4,1,2,2,2,2,3,2,-4,0,3,2,0,6,-3,0,-4,0,16,5,-4,19000,0,11,16,1,8,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,1963,8170,2330,9130,40,2,32000,-4,-4,-4,-4,2,1,12,1,27
445,113,2,-4,1,4,0,1,7,12,-4,2,2,3,3,2,2,2,475,0,3,1,0,4,-3,1,16,0,16,4,13,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,114,2,-4,1,4,0,1,7,12,0,2,3,3,2,3,3,2,-4,0,3,1,0,4,-3,0,-4,0,14,1,16,44500,-3,12,4,2,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,22,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,115,1,0,0,-4,0,1,9,16,0,1,2,2,2,1,4,1,44,1,3,2,0,5,0,0,-4,0,17,2,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,116,1,0,0,-4,0,1,9,16,-4,2,1,1,1,2,3,2,25,1,3,2,0,5,0,0,-4,0,16,2,18,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,117,1,0,0,-4,0,1,9,16,0,2,2,3,2,2,3,2,245,0,3,1,0,5,0,0,-4,0,17,2,-4,40000,0,15,2,2,0,0,-4,187,503,-4,7,-4,56000,5,-2,-3,2,1,46,-4,8190,3400,2310,41,1,50000,-4,-4,62000,-4,4,1,15,0,4
445,118,1,0,0,-4,0,2,7,12,0,1,2,2,2,2,3,1,93,0,3,2,0,3,0,0,-4,1,14,5,12,18500,0,9,16,0,-4,1,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,119,1,0,0,-4,0,1,9,15,0,1,3,2,2,2,4,2,190,0,3,1,0,2,0,1,22,0,19,2,-4,17000,0,16,15,0,-4,3,22,197,188,-4,24,-4,34000,1,34000,0,1,0,-998,1953,3890,7750,4510,52,1,22000,-4,-4,-4,-4,1,1,16,1,18
445,120,1,0,1,4,0,2,7,18,0,3,3,1,3,3,3,2,245,1,3,1,0,5,0,0,-4,0,18,0,-4,74283,0,16,-2,0,-4,0,-4,718,16,-4,-4,-4,60000,1,-2,-3,1,0,-998,-4,7070,810,-4,-4,-4,3000,-4,-4,-4,-4,1,1,16,1,17
445,121,1,0,1,4,-3,1,7,18,-4,2,2,3,2,2,4,2,44,1,3,2,0,5,0,0,-4,0,0,0,-4,21000,0,16,5,0,-4,0,-4,717,336,-4,-4,1,32000,4,-2,-3,1,0,-997,-4,6990,5250,-4,-4,-4,60000,-4,-4,-4,-4,3,1,17,1,8
445,122,1,0,0,-4,0,1,7,16,0,1,2,2,2,2,3,2,590,0,3,1,0,4,0,0,-4,0,18,0,-4,35000,0,12,11,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,63,-4,6670,6230,4700,52,3,75000,-4,-4,60000,-4,2,1,12,1,16
445,123,1,1,0,-4,0,1,3,16,-4,2,2,4,2,2,3,2,45,1,3,1,0,3,-3,1,15,0,0,0,-4,22000,0,15,7,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,67,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,124,1,0,0,-4,0,1,7,14,0,2,3,2,3,2,4,1,75,0,3,2,0,4,-3,0,-4,0,16,4,-4,200,1,15,19,2,0,5,0,-4,-4,-4,40,2,0,4,-2,-3,2,1,15,-4,5470,5240,430,-4,-4,250,-4,-4,-4,-4,2,1,15,0,24
445,125,1,0,0,-4,0,1,7,13,1,4,4,3,3,3,1,3,230,0,3,1,0,4,0,0,-4,0,16,0,-4,6000,0,13,6,0,-4,0,-4,798,809,-4,-4,-4,7200,1,15428,0,1,0,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,126,1,0,0,-4,0,1,7,18,0,2,2,3,2,2,3,2,260,0,3,1,0,4,0,1,16,1,0,5,-4,74283,0,14,3,2,3,4,20,607,274,-4,40,-4,38000,7,75000,0,2,1,11,-4,4870,4760,530,52,-4,65000,-4,-4,-2,25000,5,1,14,1,6
445,127,1,0,0,-4,0,1,2,10,0,2,2,2,1,2,4,2,-4,1,3,1,0,4,0,0,-4,1,14,5,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,128,1,0,0,-4,0,1,7,12,0,2,1,3,2,2,3,2,-4,0,3,2,0,3,-3,1,16,0,18,3,-4,24200,-3,12,7,2,4,0,-4,717,25,-4,60,2,50000,4,100000,0,2,1,32,-4,-4,5840,7310,-4,2,-2,-2,-2,-4,-4,1,1,12,1,8
445,129,1,0,0,-4,0,1,7,16,0,2,2,2,2,2,3,2,961,1,3,1,0,6,0,0,-4,0,20,0,-4,43000,0,16,8,0,-4,0,-4,937,413,-4,-4,-4,68000,1,68300,0,1,0,-998,-4,9470,3720,-4,-4,1,94000,-4,-4,-4,-4,1,1,16,1,10
445,130,2,-4,1,4,0,2,9,14,0,3,2,3,3,3,3,2,-3,0,3,2,0,1,1,0,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,131,1,0,0,-4,0,2,9,14,0,3,2,-2,2,3,3,-2,-3,0,3,2,0,1,1,0,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,132,2,-4,1,3,0,2,9,12,0,3,3,3,2,3,3,3,-4,0,3,2,0,1,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,133,1,0,0,-4,0,1,7,16,-4,1,1,1,1,1,4,1,964,1,3,2,0,4,0,0,-4,0,18,2,-4,24000,0,12,11,0,-4,0,-4,448,327,-4,50,1,-2,3,-2,-3,2,1,73,-4,6680,5020,4220,52,-4,0,-4,-4,45000,-4,3,1,12,1,11
445,134,1,0,0,-4,0,1,7,12,0,3,4,3,3,4,3,2,430,0,3,1,0,6,-3,1,16,0,16,5,-4,39000,0,12,7,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,46,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,135,1,0,0,-4,0,1,7,12,-4,3,2,2,3,3,2,2,-4,1,3,1,0,6,-3,1,15,0,17,4,-4,19000,0,13,10,0,-4,1,18,69,575,-4,40,-4,-1,3,-1,-3,2,1,72,-4,770,6350,50,52,2,80000,-4,-4,80000,-4,3,1,16,0,13
445,136,1,0,0,-4,0,1,3,12,0,2,4,3,3,2,4,3,-4,1,3,2,0,3,-3,0,-4,0,18,0,-4,22000,0,12,3,0,-4,0,-4,-4,-4,-4,-4,0,0,2,6972,1,1,0,-998,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,2,1,12,0,4
445,137,1,0,0,-4,0,1,7,14,0,2,1,3,2,2,2,2,2,0,3,2,0,7,0,0,-4,0,18,2,-4,36000,0,16,10,1,2,0,-4,838,53,-4,40,2,127000,4,332808,0,2,1,48,-4,7870,230,6700,52,2,174030,-4,-4,90000,-4,3,1,16,1,12
445,138,1,0,0,-4,0,1,7,14,-4,3,2,2,2,4,2,3,-4,0,3,2,0,7,0,0,-4,0,18,0,-4,10000,0,16,12,1,1,0,-4,669,435,-4,40,3,0,5,58800,0,2,1,33,-4,7580,620,300,52,2,0,-4,-4,140000,-4,4,1,16,1,16
445,139,1,0,0,-4,0,1,7,16,-4,2,2,4,1,2,4,2,473,1,3,1,0,7,0,1,14,0,18,3,-4,25000,0,15,22,0,-4,0,-4,669,19,305,40,-4,45000,2,65000,0,2,1,6,-4,7070,10,540,-4,2,80000,-4,-4,-4,-4,1,3,15,1,29
445,140,1,0,0,-4,0,2,7,17,0,2,2,3,1,1,4,2,142,1,3,2,0,4,0,0,-4,0,18,0,-4,32000,-3,17,5,0,-4,0,-4,857,158,-4,40,1,55000,3,-2,-3,2,1,151,-4,7860,2320,3010,52,2,75000,-4,-4,0,-4,3,1,17,1,6
445,141,1,0,0,-4,0,1,9,16,-4,2,2,2,1,2,3,3,145,1,3,2,0,3,0,0,-4,0,18,0,-4,7000,0,18,13,0,-4,0,-4,69,7,-4,-4,0,32500,1,32520,0,1,0,-998,-4,770,120,2140,52,1,65000,-4,-4,60000,-4,2,1,18,1,21
445,142,1,0,0,-4,0,2,7,12,0,2,2,3,2,2,3,1,415,0,3,1,0,5,0,0,-4,0,16,0,-4,31000,0,12,4,0,-4,0,-4,77,558,-4,25,-4,43000,2,58200,0,2,1,-998,-4,-4,6260,130,52,5,62000,-4,-4,-2,-2,2,1,12,1,5
445,143,1,0,0,-4,0,1,7,14,0,1,1,2,1,1,4,1,926,0,3,2,0,5,0,0,-4,0,18,1,-4,-5,-5,-5,-5,-5,-5,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,71,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,144,1,0,0,-4,0,1,7,12,-4,2,2,2,2,2,3,3,371,0,3,2,0,5,0,0,-4,0,17,0,-4,10000,0,12,5,0,-4,0,-4,-4,-4,-4,40,3,0,5,34645,0,2,1,47,-4,5380,4020,6260,-4,-4,14625,-4,-4,0,-4,5,1,12,1,6
445,145,1,0,0,-4,0,1,7,12,-4,2,2,2,2,2,3,3,415,-2,3,1,0,6,0,0,-4,0,15,3,-4,16000,-3,12,10,0,-4,4,23,669,444,-4,-4,-4,11000,1,11000,0,1,0,-998,-4,8680,4020,-4,-4,3,16000,-4,-4,-4,-4,3,1,12,1,22
445,146,1,0,0,-4,0,1,7,16,-4,1,1,3,2,1,4,2,3,1,3,1,0,6,0,0,-4,0,17,0,-4,0,0,12,6,1,3,0,-4,739,213,364,35,-4,27000,3,-2,-3,2,1,18,1969,7390,710,410,52,4,93000,-4,-4,-4,-4,1,3,12,1,12
445,147,1,0,0,-4,0,2,9,14,0,3,2,2,2,3,3,2,371,0,3,2,0,3,0,0,-4,0,18,0,-4,15000,0,14,3,2,0,0,-4,669,443,-4,43,2,6000,4,57600,0,2,1,43,-4,3170,5860,8130,52,1,15600,-4,-4,85000,-4,3,1,14,1,6
445,148,1,0,0,-4,0,1,2,12,-4,2,2,4,2,1,4,2,645,0,3,1,0,5,0,0,-4,0,18,1,-4,25000,0,12,7,0,-4,3,26,339,363,-4,-4,-4,34700,2,-2,-3,1,0,-998,-4,4770,4700,-4,-4,1,47000,-4,-4,-4,-4,2,1,12,1,8
445,149,1,0,0,-4,0,1,2,12,-4,2,2,2,2,2,4,2,194,1,3,2,0,5,0,1,15,0,18,2,-4,25464,0,12,6,0,-4,3,21,717,64,-4,50,2,68000,4,111200,0,2,1,21,-4,6990,1000,4710,52,2,114000,-4,-4,70000,-4,3,1,12,1,8
445,150,1,0,0,-4,0,1,7,14,0,1,1,4,1,2,3,2,191,0,3,1,0,3,0,0,-4,0,20,0,-4,21700,0,12,17,0,-4,0,-4,747,426,-4,-4,-4,26000,2,44550,0,1,0,-998,-4,7680,3910,-4,-4,-4,0,-4,-4,-4,-4,2,1,12,2,34
445,151,1,0,0,-4,0,1,7,12,0,1,3,3,2,1,4,1,180,0,3,2,0,5,0,0,-4,0,16,2,-4,74283,0,12,17,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,152,1,0,0,-4,0,1,7,14,0,1,2,2,2,1,4,1,3,0,3,2,0,5,0,0,-4,0,18,1,-4,32000,0,12,7,0,-4,0,-4,717,64,-4,50,0,58800,2,159200,0,2,1,-998,-4,6990,130,-4,-4,2,114000,-4,-4,50000,-4,2,1,12,1,8
445,153,1,0,0,-4,0,1,7,14,-4,1,3,3,2,2,4,2,370,0,3,2,0,4,0,-5,-5,-5,-5,-5,-5,17000,0,12,8,2,-3,5,27,748,376,-4,-4,2,13000,3,22100,0,3,2,-999,1961,4870,5120,6240,52,-4,0,-4,-4,-4,-4,1,1,12,1,14
445,154,1,0,0,-4,0,1,7,12,-4,2,2,3,2,2,4,1,1,0,3,2,0,4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,155,1,0,1,2,0,1,7,14,-4,1,3,3,1,3,3,2,530,0,3,1,0,6,0,0,-4,0,16,5,10,36000,0,9,21,0,-4,4,18,417,804,-4,40,-4,41000,1,41000,0,3,3,60,1964,8770,7210,3300,52,6,10000,-4,-4,-4,-4,1,1,9,1,29
445,156,1,0,0,-4,0,1,7,11,0,3,3,3,3,3,3,3,-4,0,3,1,0,3,1,-5,-5,-5,18,1,16,25000,-3,11,2,0,-4,-5,-5,245,19,-4,40,-4,-1,2,-1,-3,2,1,9,-4,770,6200,4110,-4,-4,0,-4,-4,-4,-4,1,1,11,0,2
445,157,1,0,0,-4,0,1,7,14,0,4,3,2,2,2,3,3,-4,0,3,2,0,5,0,0,-4,0,18,2,-4,2000,0,14,8,2,3,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,31,-4,-4,230,1000,52,1,125000,-4,-4,115000,-4,3,1,19,1,11
445,158,1,0,0,-4,0,1,7,16,0,1,1,1,1,1,4,1,184,0,3,2,0,5,0,0,-4,0,18,0,-4,7000,0,16,8,2,1,0,-4,859,164,-4,50,2,25000,4,90100,0,2,1,40,-4,6770,2430,5330,52,1,65000,-4,-4,45000,-4,2,1,17,1,14
445,159,1,0,0,-4,0,1,7,16,0,2,2,1,1,2,3,2,1,0,3,2,0,5,0,0,-4,0,17,1,-4,32000,0,16,7,3,0,0,-4,727,7,-4,40,5,95000,7,165500,0,2,1,21,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,160,1,0,1,2,0,1,7,15,0,2,2,2,2,3,3,2,-4,0,3,2,0,5,0,0,-4,0,15,3,11,25000,0,14,13,0,-4,0,-4,937,33,-4,40,1,40000,3,89200,0,2,1,86,-4,9370,230,430,52,2,80000,-4,-4,45000,-4,3,1,14,1,13
445,161,1,0,1,2,0,1,7,12,0,2,2,2,2,2,3,2,145,0,3,2,0,5,0,1,18,1,15,4,13,23500,0,12,10,0,-4,5,19,927,338,-4,36,2,39368,4,102868,0,2,1,23,-4,8370,5140,8600,52,3,52000,-4,-4,100000,-4,4,1,12,0,12
445,162,1,0,0,-4,0,1,3,18,0,1,2,4,1,1,4,2,4,1,3,1,0,4,0,0,-4,0,18,2,-4,74283,0,16,10,1,0,0,-4,697,27,-4,-4,-4,73000,6,73000,0,2,1,22,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,163,1,0,0,-4,0,1,3,16,-4,2,2,3,2,2,3,2,-4,1,3,1,0,4,0,0,-4,0,16,2,15,49000,0,16,16,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,164,1,0,0,-4,0,1,7,12,0,2,2,4,2,2,2,2,-4,0,3,2,0,3,-3,0,-4,0,-5,-5,-5,20000,0,12,14,0,-4,-5,-5,669,435,225,52,0,29000,1,41000,0,3,1,-998,1956,8190,3650,-4,52,2,47000,-4,-4,-4,-4,1,1,12,1,17
445,165,1,0,0,-4,0,1,7,12,0,1,2,3,1,2,3,2,3,0,3,2,0,4,0,0,-4,0,17,2,-4,18500,0,12,7,1,2,0,-4,778,468,202,60,3,13000,5,86100,0,2,1,50,-4,8470,4600,520,52,1,50000,-4,-4,118000,-4,5,1,12,1,9
445,166,1,0,0,-4,0,1,7,12,0,1,2,3,1,3,3,2,492,0,3,1,0,5,0,1,14,0,15,4,-4,28500,0,13,7,1,0,4,16,189,55,-4,40,-4,53000,3,115200,0,2,1,54,-4,3590,1320,4850,52,3,68000,-4,-4,95000,-4,2,1,13,0,9
445,167,1,0,0,-4,0,1,7,12,0,1,2,3,1,3,4,3,-4,0,3,2,0,4,-3,0,-4,0,18,5,-4,1400,0,12,15,2,2,0,-4,907,-3,680,40,2,30000,3,36728,0,3,3,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,168,1,0,0,-4,0,1,1,14,0,2,2,2,2,2,3,2,-4,1,2,1,0,6,1,0,-4,0,20,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,-4,5380,4760,9990,-4,3,2160,-4,-4,-4,-4,2,1,16,1,5
445,169,1,0,0,-4,0,1,1,12,-4,2,3,2,2,4,4,2,372,1,2,2,0,6,1,0,-4,0,0,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-4,5380,4760,-4,-4,-4,0,-4,-4,-4,-4,2,1,14,1,3
445,170,2,-4,1,4,-4,1,9,14,0,1,2,3,3,2,3,2,395,0,3,2,0,2,-3,0,-4,0,18,0,-4,10000,0,14,4,0,-4,0,-4,787,458,-4,-4,0,10000,3,10000,1,1,0,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,171,2,-4,1,4,0,1,9,17,0,1,2,3,2,2,3,2,6,1,3,1,0,3,-3,0,-4,0,0,1,-4,27000,0,16,7,1,0,0,-4,247,59,-4,40,-4,57000,4,115000,0,2,1,39,-4,3380,1430,3800,52,2,114000,-4,-4,66000,-4,4,4,16,1,8
