"A0002500","R0000100","R0000700","R0001010","R0001100","R0001200","R0001610","R0001800","R0010300","R0023500","R0029100","R0153800","R0153900","R0154000","R0154100","R0154300","R0154400","R0154500","R0170100","R0171800","R0214700","R0214800","R0217501","R0217502","R0217910","R0306700","R0307000","R0307100","R1021700","R1395100","R1395400","R3279401","R3400800","R3401501","R3403500","R3407700","R3407800","R6430800","R6430900","R6591300","R6592900","R6738700","R6749800","R6839600","R6909701","R7006400","R7006500","R7006600","R7006900","R7007000","R9909700","T3206901","T3308200","T3308700","T3495400","T3506500","T3976400","T3977400","T3977500","T3977600","T3987600","T3987800","T4112200","T4112700","T4113000","T4114600","T4114900"
445,10513,2,-4,1,1,-4,1,7,16,0,3,2,2,2,3,3,2,1,1,1,2,0,4,0,0,-4,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10514,1,0,1,1,0,1,7,12,-4,2,1,4,1,1,4,1,280,1,1,2,0,3,0,0,-4,0,18,1,-4,21000,0,16,7,0,-4,1,25,809,-3,-4,-4,1,30000,4,30000,0,1,0,-997,-4,7860,5930,-4,-4,2,35000,-4,-4,-4,-4,3,4,17,1,9
445,10515,1,0,1,1,0,1,7,10,-4,2,2,3,2,3,3,3,202,0,1,2,0,6,0,1,14,0,15,3,-4,31000,0,10,5,0,-4,0,-4,708,25,-4,52,0,59000,2,85000,0,3,1,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10516,1,0,1,1,0,1,7,12,-4,2,2,3,2,2,3,3,394,1,1,2,0,6,0,0,-4,0,17,0,-4,30000,0,11,4,2,2,0,-4,259,319,-4,-4,2,6400,4,6400,1,3,3,136,-4,7780,4960,-4,-4,3,35000,-4,-4,-4,-4,4,4,11,1,6
445,10517,2,-4,1,1,0,1,7,16,-4,2,3,3,2,3,4,-2,415,1,1,1,0,4,0,1,16,0,16,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10518,1,1,1,1,0,1,7,14,0,1,3,2,2,3,3,2,245,0,1,2,0,4,0,0,-4,0,0,3,-4,0,0,12,9,2,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,38,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10519,2,-4,1,1,-4,1,7,4,0,4,2,4,4,4,4,4,912,0,1,1,0,4,0,-5,-5,-5,-5,1,-4,24000,-3,4,12,4,3,0,-4,718,453,-4,-4,-4,26000,6,26750,0,2,1,-999,-4,7070,4220,-4,-4,8,34000,-4,-4,4000,-4,3,4,4,0,14
445,10520,2,-4,1,1,-4,1,7,-3,0,4,2,2,4,4,4,4,910,0,1,1,0,7,1,0,-4,0,17,0,-4,8000,1,4,9,3,3,0,-4,19,479,-4,14,-4,12000,6,13500,1,2,1,10,-4,7770,4250,3600,52,2,3200,-4,-4,16640,-4,7,4,4,1,11
445,10521,2,-4,1,1,-4,1,7,-2,0,4,4,4,4,-2,4,4,-4,0,1,2,1,4,-3,0,-4,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,197,706,441,40,5,19000,5,41054,0,2,1,15,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10522,2,-4,1,1,-4,3,7,-3,0,4,4,2,4,4,4,4,-4,0,1,2,0,3,0,0,-4,0,18,0,-4,7200,0,6,6,0,-4,0,-4,777,449,-4,40,0,2000,2,4500,1,2,1,-998,-4,8470,4600,4220,52,-4,4500,-4,-4,20000,-4,2,3,6,1,10
445,10523,2,-4,1,1,-4,1,7,6,0,2,3,3,3,3,2,4,-4,0,1,1,0,1,1,0,-4,0,0,0,-4,27000,-3,6,12,3,1,0,-4,67,19,-4,-4,-4,28000,6,28000,0,2,1,10,-4,9170,7620,9620,52,1,15000,-4,-4,25000,-4,5,4,6,1,23
445,10524,2,-4,1,1,0,2,7,12,0,3,2,2,2,2,3,2,680,0,1,1,0,7,1,0,-4,0,15,0,-4,14000,-3,12,4,0,-4,0,-4,17,477,-4,-4,-4,24000,5,24000,0,1,0,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10525,2,-4,1,-3,0,2,7,12,0,2,3,2,3,3,2,3,680,0,1,1,0,7,1,0,-4,0,18,0,-4,10000,-3,12,8,0,-4,6,26,-4,-4,-4,-4,-4,0,1,13000,0,3,3,133,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10526,1,0,1,1,0,2,7,12,-4,2,3,3,4,-2,2,3,-4,1,1,2,0,7,1,0,-4,0,19,0,-4,0,0,12,9,1,12,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,97,-4,8370,4610,4200,52,-4,12000,-4,-4,48000,-4,4,4,12,1,10
445,10527,1,0,1,1,0,2,7,12,-4,3,3,2,2,3,3,3,680,0,1,1,0,7,1,1,15,0,0,0,-4,1800,-3,11,11,0,-4,0,-4,-4,-4,-4,-4,-4,0,5,0,1,3,3,-998,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,3,4,11,0,15
445,10528,1,1,0,-4,0,1,2,12,0,1,2,4,2,1,3,1,-4,0,2,2,0,10,-3,0,-4,0,20,5,14,0,1,11,3,0,-4,2,21,-4,-4,-4,-4,2,0,2,10020,1,1,0,-997,-4,7860,4600,-4,-4,4,0,-4,-4,-4,-4,2,4,11,0,6
445,10529,1,0,0,-4,0,1,0,16,-4,1,1,3,2,2,3,1,75,1,1,2,0,6,-3,0,-4,0,0,1,-4,18000,0,12,3,1,4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,28,1963,7860,5700,20,52,2,62000,-4,-4,-4,-4,1,4,12,1,5
445,10530,2,-4,1,1,-4,1,7,1,0,4,2,4,2,1,3,4,-4,0,1,2,1,12,0,0,-4,0,-4,0,-4,5000,-3,1,4,3,8,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10531,1,0,1,1,0,1,7,12,-4,2,3,2,4,2,2,2,472,0,1,1,0,12,1,0,-4,0,18,5,13,22000,0,12,5,1,4,4,25,757,759,-4,-4,-4,30000,2,30000,0,3,3,57,-4,7860,4220,5700,52,-4,50000,-4,-4,40000,-4,4,4,12,1,14
445,10532,1,0,1,1,0,1,7,-2,0,2,2,2,4,2,2,2,-4,0,1,2,0,12,1,-3,-3,0,19,3,19,1000,0,12,7,2,-3,0,-4,728,453,571,40,4,5760,8,-2,-3,3,1,33,-4,8370,4610,-4,-4,-4,7000,-4,-4,-4,-4,11,4,12,1,14
445,10533,1,0,0,-4,0,1,2,14,0,1,2,3,3,3,2,1,-4,0,2,2,0,9,0,0,-4,0,0,0,-4,-2,-3,14,7,1,5,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,42,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10534,1,0,0,-4,0,1,2,14,-4,2,2,2,2,2,1,2,376,0,2,2,0,9,0,1,16,0,0,0,-4,10000,-3,16,9,3,0,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10535,2,-4,1,1,0,1,9,16,0,1,3,3,1,1,4,2,93,0,1,2,0,2,-3,0,-4,0,18,4,-4,15000,0,12,10,1,0,0,-4,829,339,534,20,2,18000,1,18000,0,3,3,88,-4,8270,3500,220,-4,-4,70000,-4,-4,-4,-4,3,4,14,1,18
445,10536,1,0,1,1,0,1,9,14,-4,1,3,2,2,2,4,2,343,0,1,2,0,5,1,0,-4,0,0,0,-4,4000,0,12,9,0,-4,0,-4,857,387,-4,-4,0,17300,2,17300,0,1,0,-998,-4,9480,3600,-4,-4,-4,7000,-4,-4,-4,-4,4,3,12,1,20
445,10537,1,0,1,1,0,1,9,14,-4,3,3,2,2,2,3,2,372,1,1,2,0,5,1,0,-4,0,0,0,-4,8000,-3,12,12,0,-4,-5,-5,857,387,-4,-4,1,16000,3,16000,0,2,1,10,-4,9990,2540,9990,-2,-4,38000,-4,-4,-4,-4,2,4,12,1,25
445,10538,1,0,1,1,0,1,2,12,0,2,2,3,2,2,2,2,395,0,1,2,0,5,1,0,-4,0,16,0,-4,-5,-5,-5,-5,-5,-5,0,-4,669,444,402,16,4,2000,5,3750,1,2,1,68,-4,8680,4030,4250,-4,-4,0,-4,-4,-4,-4,3,4,11,1,6
445,10539,1,0,0,-4,0,1,5,16,0,2,2,4,3,2,4,2,-4,1,3,2,0,2,-3,1,18,0,16,5,15,50,-3,13,7,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10540,1,0,1,1,0,1,7,12,0,3,3,3,2,-2,3,3,-4,-2,1,1,0,6,1,0,-4,0,15,4,-4,19786,0,11,17,1,0,0,-4,268,567,-4,47,-4,21780,3,21780,0,3,3,15,1970,4980,9600,20,52,-4,32925,-4,-4,-4,-4,4,4,11,1,26
445,10541,1,0,0,-4,0,1,7,12,-4,2,2,3,2,2,3,2,-4,-2,1,1,0,6,1,0,-4,0,18,3,-4,14000,0,11,5,0,-4,4,22,449,378,-4,-4,-4,32000,1,32000,0,1,0,-998,-4,6390,9600,-4,-4,6,14060,-4,-4,-4,-4,3,4,14,1,12
445,10542,1,0,1,1,0,1,7,10,-4,1,3,4,1,2,3,2,75,1,1,2,0,6,1,0,-4,0,17,3,13,6000,0,12,16,0,-4,0,-4,838,447,-4,-4,4,12000,6,12000,1,3,2,12,-4,8190,3600,-4,-4,-4,30000,-4,-4,0,-4,5,4,13,1,20
445,10543,1,0,1,1,0,1,7,15,-4,1,2,3,2,2,2,3,931,1,1,2,0,5,0,0,-4,0,17,1,14,22000,-3,13,3,1,-3,1,17,119,796,-4,40,3,32000,5,65050,0,2,1,40,-4,2490,1920,430,-4,3,49000,-4,-4,-4,-4,3,4,13,1,3
445,10544,1,0,1,1,0,1,7,12,0,1,2,2,2,2,4,1,280,0,1,2,0,8,0,0,-4,0,0,0,-4,6000,-3,12,16,2,7,0,-4,839,446,-4,40,2,4000,2,4000,1,3,2,8,-4,8370,4610,210,-4,1,17000,-4,-4,-4,-4,2,4,12,1,20
445,10545,1,0,1,1,0,1,7,12,0,3,3,2,2,4,2,3,495,0,1,1,0,8,0,1,16,1,16,5,11,5300,-3,11,13,1,0,-1,-4,559,426,-4,40,-4,7272,4,12780,1,2,1,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10546,1,0,1,1,0,1,7,10,-4,2,3,3,4,1,3,2,-4,0,1,2,0,8,0,0,-4,0,17,2,16,7200,0,9,6,0,-4,0,-4,158,785,-4,40,3,6000,1,6000,1,3,3,4,1963,5170,5620,4230,-4,3,0,-4,-4,-4,-4,1,4,9,1,17
445,10547,1,0,1,1,0,1,7,14,0,3,3,3,3,3,2,3,163,1,1,1,0,6,-3,1,18,0,17,4,-4,10800,-3,11,19,0,-4,2,19,69,486,915,30,-4,23000,1,24000,0,1,0,-998,1957,8560,4220,-4,-4,-4,35000,-4,-4,-4,-4,2,4,11,1,29
445,10548,1,0,1,1,0,1,7,14,-4,2,3,3,3,3,3,2,75,1,1,1,0,6,-3,0,-4,1,16,2,-4,24000,0,12,7,0,-4,1,18,937,366,-4,40,-4,28000,4,-1,-3,2,1,40,-4,390,7220,9990,0,-4,45000,-4,-4,0,-4,3,4,14,1,11
445,10549,1,0,0,-4,0,1,2,18,0,1,2,4,2,1,4,1,31,1,2,2,0,3,-3,0,-4,0,19,5,17,17600,0,16,12,0,-4,4,22,67,197,-4,-4,0,4440,1,6705,1,1,0,-998,-4,7860,2310,-4,-4,5,450,-4,-4,-4,-4,2,4,18,1,23
445,10550,1,0,1,1,0,1,7,17,0,1,2,3,2,1,4,2,245,1,1,2,0,6,0,0,-4,0,20,0,-4,20000,0,14,7,0,-4,0,-4,857,156,-4,55,1,10000,4,65000,0,2,1,68,-4,7860,230,7140,52,1,50000,-4,-4,65000,-4,3,4,19,1,12
445,10551,1,1,1,1,0,1,7,13,-4,2,3,3,3,3,3,3,944,1,1,2,0,6,0,0,-4,0,19,0,-4,10000,-3,13,2,0,-4,0,-4,787,458,-4,60,1,2000,2,62000,0,2,1,72,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10552,2,-4,1,1,0,1,7,12,0,2,2,3,2,3,2,2,-2,1,1,1,0,3,-3,0,-4,0,15,3,-4,15000,0,12,10,4,2,3,20,269,754,-4,-4,-4,38000,4,-2,-3,3,2,16,-4,-4,-4,-4,-4,-4,0,-4,-4,-4,-4,2,4,12,1,13
445,10553,2,-4,1,1,-4,1,4,-2,0,1,2,3,2,3,2,2,964,1,1,1,1,2,0,0,-4,0,0,0,-4,34000,0,14,3,1,10,0,-4,937,507,-4,40,-4,50000,2,76600,0,2,1,17,-4,9370,7200,120,52,-4,61250,-4,-4,56120,-4,2,4,14,1,4
445,10554,1,1,1,1,0,1,7,14,0,1,2,3,1,2,2,2,100,0,1,2,1,2,-3,0,-4,0,0,0,-4,12500,0,14,6,1,10,0,-4,878,37,-4,40,1,28000,2,72650,0,2,1,17,-4,8370,430,7000,52,-4,56123,-4,-4,62132,-4,2,4,14,1,6
445,10555,1,0,1,1,0,1,7,12,0,2,1,3,2,3,3,2,-4,1,1,1,1,2,-3,1,17,1,15,3,-4,9000,-3,12,21,0,-4,0,-4,69,804,-4,-4,-4,100000,1,100000,0,3,3,-999,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10556,1,0,0,-4,0,1,9,8,0,3,2,2,2,4,3,3,245,0,3,1,1,3,-3,0,-4,0,16,4,-4,9600,0,8,8,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10557,1,1,0,-4,1,2,0,-2,-4,3,3,-3,3,-2,2,2,473,0,3,1,0,4,0,0,-4,0,14,3,-4,6000,-3,9,5,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10558,1,1,0,-4,-4,2,9,14,-4,2,2,3,1,2,3,2,75,1,3,2,0,4,1,0,-4,0,0,0,-4,0,-3,12,4,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,44,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10559,1,1,0,-4,1,1,2,12,0,2,3,3,1,2,3,3,916,0,3,2,0,8,1,0,-4,0,-4,0,-4,8000,0,12,3,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,98,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10560,1,1,0,-4,1,3,2,12,-4,1,4,4,1,4,4,2,-4,0,3,2,0,8,1,0,-4,0,0,1,-4,12000,0,12,7,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10561,1,1,0,-4,1,1,9,16,0,1,2,-3,2,-2,3,-2,801,0,1,1,0,4,-3,0,-4,0,16,3,-4,23000,0,17,8,0,-4,0,-4,917,79,-4,45,-4,47000,4,80500,0,2,1,50,-4,9570,5000,2340,52,1,84000,-4,-4,43000,-4,4,3,17,0,9
445,10562,1,1,0,-4,1,2,9,12,0,2,2,2,2,2,3,-2,-4,0,3,2,0,4,-3,0,-4,0,0,0,-4,9697,0,12,4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10563,1,1,0,-4,1,2,9,14,-4,2,3,2,2,3,2,2,590,1,3,1,0,4,-3,0,-4,0,17,0,-4,0,0,16,5,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,26,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10564,1,-3,0,-4,-3,2,9,12,-4,3,2,2,-2,2,2,-2,-4,0,3,2,0,4,-3,0,-4,0,-5,-5,-5,500,1,9,7,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-997,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10565,1,0,1,1,0,1,7,12,0,4,4,1,1,3,2,4,-4,0,1,2,1,3,-3,0,-4,0,18,0,-4,12000,1,12,6,3,3,0,-4,839,447,-4,40,4,16000,4,-2,-3,2,1,8,-4,8270,9990,3800,-4,-4,30000,-4,-4,-4,-4,2,3,14,0,12
445,10566,1,0,0,-4,1,1,0,9,0,3,3,3,2,3,3,3,-4,-2,2,1,0,4,1,0,-4,0,14,1,14,17000,0,9,3,1,1,0,-4,228,507,-4,40,-4,28000,4,53600,0,2,1,47,-4,1570,7700,8420,-4,-4,34000,-4,-4,-4,-4,2,3,9,1,5
445,10567,1,1,0,-4,1,3,2,12,0,3,3,3,3,2,3,3,421,1,2,1,0,7,1,1,16,0,16,5,-4,3000,1,10,7,0,-4,0,-4,-4,-4,-4,-4,-4,-2,3,-2,-3,1,0,-998,-4,8780,4250,-4,-4,-4,0,-4,-4,-4,-4,1,3,10,1,10
445,10568,1,1,0,-4,1,3,1,10,-4,4,3,2,1,3,1,3,822,1,2,1,0,7,1,0,-4,0,14,0,-4,10000,-3,12,5,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-999,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10569,1,1,0,-4,1,2,9,17,0,2,2,3,2,3,3,2,142,1,2,2,1,2,0,0,-4,0,-4,0,-4,25000,0,16,3,2,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,16,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10570,1,0,0,-4,0,1,5,12,1,3,3,2,2,4,3,3,590,0,3,1,0,4,0,0,-4,0,16,1,-4,9700,0,12,8,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10571,1,0,0,-4,0,1,5,12,0,3,3,3,2,4,3,4,-4,0,3,2,0,4,0,0,-4,0,17,1,-4,0,-3,12,4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10572,2,-4,1,1,0,1,7,12,-4,3,3,3,2,2,2,2,372,-2,1,2,0,3,1,0,-4,0,17,1,-4,-2,-3,13,6,0,-4,0,-4,757,19,245,40,1,15000,2,20200,0,1,0,143,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10573,2,-4,1,1,-4,1,7,8,0,2,2,3,2,-2,1,2,364,1,1,2,0,2,1,0,-4,0,17,1,-2,17000,-3,9,3,2,-3,0,-4,787,458,-4,-4,3,15000,4,22540,0,3,3,18,-4,3890,8740,6260,-4,3,0,-4,-4,-4,-4,1,2,12,1,8
445,10574,1,1,1,1,0,1,7,12,0,3,4,2,4,4,4,2,185,0,1,1,0,9,1,1,17,0,19,0,-4,5000,-3,10,15,0,-4,0,-4,17,365,-4,-4,-4,35000,6,35000,0,2,1,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10575,1,0,1,3,0,2,7,12,0,1,1,4,2,3,3,3,695,1,3,1,0,7,1,1,18,1,2,2,14,16000,0,9,20,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10576,1,0,0,-4,0,2,7,11,-4,2,2,2,1,2,3,2,245,0,3,1,0,7,1,1,12,1,13,1,13,1900,1,12,16,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-997,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10577,1,0,0,-4,0,2,7,15,-4,2,2,2,2,2,3,2,944,1,3,2,0,7,1,1,-3,0,16,2,-4,-3,-3,12,7,3,6,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10578,1,0,0,-4,0,1,9,14,0,3,1,2,2,3,4,2,184,0,2,2,0,4,-3,0,-4,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10579,1,1,0,-4,1,1,2,16,0,2,1,4,2,2,3,2,-4,0,2,2,0,2,-3,0,-4,0,16,5,14,0,0,11,3,3,8,1,30,669,19,-4,-4,3,10000,6,10000,1,1,0,308,-4,6870,4220,-4,-4,2,21000,-4,-4,-4,-4,4,2,12,1,12
445,10580,1,0,0,-4,0,1,5,11,0,3,3,2,3,3,3,3,-4,0,2,1,0,2,-3,0,-4,0,18,5,14,16000,-3,12,4,0,-4,6,23,167,637,-4,-4,-4,21000,2,-2,-3,1,0,-997,-4,770,7330,9990,-4,-4,20000,-4,-4,-4,-4,2,2,12,1,8
445,10581,1,0,0,-4,0,1,5,14,0,1,2,4,2,2,4,2,942,0,2,2,0,6,1,0,-4,0,0,0,-4,23500,0,13,11,2,4,0,-4,717,313,-4,53,3,23000,5,48000,0,2,1,42,-4,1180,8800,9620,52,1,0,-4,-4,65000,-4,4,2,13,1,15
445,10582,1,0,1,1,0,1,5,13,0,2,2,4,2,1,4,2,174,-2,2,2,0,2,0,1,19,0,17,3,13,33000,-3,12,7,3,7,4,22,219,785,-4,-4,3,-2,4,-2,-3,3,3,84,-4,4980,4760,-4,-4,1,9000,-4,-4,-4,-4,1,2,12,1,11
445,10583,1,0,0,-4,0,1,5,12,0,1,2,3,3,2,3,3,680,0,2,1,0,10,-3,0,-4,0,16,5,15,5000,1,12,11,1,0,0,-4,-4,-4,-4,-4,-4,0,3,-2,-3,3,3,50,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10584,1,0,0,-4,0,1,5,12,0,2,2,2,2,2,3,2,144,1,2,1,0,9,-3,0,-4,0,16,0,-4,18000,0,12,5,0,-4,0,-4,358,856,-4,-4,-4,59000,2,-2,-3,2,1,115,-4,3190,8030,800,-4,2,40000,-4,-4,0,-4,3,2,14,1,11
445,10585,1,0,0,-4,0,1,5,-2,0,-2,3,2,2,3,3,2,461,0,2,1,0,10,-3,0,-4,0,18,0,-4,6000,1,15,9,0,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10586,1,0,0,-4,0,1,5,12,-4,2,2,3,3,2,2,2,-4,1,2,2,0,5,1,0,-4,0,18,0,-4,0,1,11,0,4,6,0,-4,857,467,-4,-4,4,22000,5,22000,0,3,3,50,-4,3190,7750,-4,-4,-4,-2,-1,-1,-4,-4,1,2,12,2,11
445,10587,1,0,0,-4,0,1,4,11,0,3,3,3,3,3,2,3,-4,0,3,1,0,2,1,1,22,0,18,2,17,12000,0,10,7,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,58,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10588,1,0,0,-4,0,1,1,13,0,2,2,3,2,2,3,2,245,0,3,2,0,1,0,0,-4,0,16,5,13,15000,0,12,10,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,12,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10589,1,0,0,-4,0,1,6,12,0,2,2,3,1,3,3,3,-4,0,3,2,1,3,-3,0,-4,0,18,2,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,9,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10590,1,0,1,1,0,1,7,14,0,2,2,2,3,3,3,2,100,1,1,2,0,3,1,0,-4,0,18,1,-4,330,1,13,11,2,2,0,-4,878,174,-4,-4,2,0,2,3324,1,1,0,-997,-4,4870,4760,-4,-4,-4,18000,-4,-4,-4,-4,1,1,14,1,23
445,10591,1,1,0,-4,0,1,1,10,-4,2,2,3,3,3,2,1,-4,0,3,2,0,9,0,0,-4,0,14,2,14,3000,1,12,8,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10592,1,0,0,-4,0,1,7,12,-4,4,2,3,2,3,2,3,933,0,3,2,0,10,1,1,16,1,18,4,-2,-2,-3,10,10,1,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10593,1,0,1,2,0,1,7,12,0,2,2,3,1,2,3,3,412,0,3,1,1,2,-3,0,-4,1,14,5,-4,18000,0,12,8,2,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,11,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10594,1,0,0,-4,0,3,1,11,0,2,2,2,2,3,3,3,-4,0,3,2,1,2,-3,0,-4,0,16,2,-4,17000,0,12,4,2,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,17,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10595,2,-4,1,4,-4,1,7,-2,0,2,3,2,3,3,3,2,-4,0,3,1,0,2,-3,0,-4,0,3,2,-4,15020,0,13,9,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
445,10596,1,1,0,-4,1,1,2,12,1,2,2,2,2,2,3,2,-4,0,3,2,2,4,-3,0,-4,0,0,2,14,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-998,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
